194336;7419261,963;5547968,674
194338;7419215,289;5547971,151
19434;7419554,019;5548234,688
194340;7419229,97;5547945,814
194342;7419192,048;5547940,991
194342A;7419246,83;5547918,105
194342J;7419399,84;5547809,896
194344;7419185,12;5547914,423
194344A;7419200,387;5547911,023
194346;7419250,175;5547875,865
194346D;7419314,776;5547856,761
194346E;7419337,261;5547847,694
194348;7419210,065;5547891,531
19435;7419500,434;5548253,948
194350;7419179,31;5547898,321
19436;7419525,19;5548215,175
19436A;7419550,294;5548153,359
19437;7419428,38;5548239,665
19438;7419497,014;5548180,209
19438A;7419517,151;5548174,011
19439;7419417,171;5548212,272
19439A;7419462,455;5548190,83
19A;7425774,91;5549891,375
1A;7425661,67;5549771,415
1B;7425664,764;5549777,774
1B;7430952,526;5549009,864
2;7424156,855;5547776,511
2;7425731,57;5549732,5
2;7429578,469;5547290,965
2;7430896,47;5549055,555
2;7431110,54;5549096,293
2;7431173,53;5549086,673
2;7431310,939;5548596,885
2;7431324,435;5548953,175
20;7425816,325;5549922,33
20;7431151,439;5548688,941
21;7425784,954;5549907,099
21;7431161,803;5548702,374
22;7425833,884;5549943,058
22A;7425842,098;5549957,122
23;7425790,29;5549915,28
23;7431125,265;5548716,665
23A;7419804,717;5549361,396
24;7425855,98;5549978,805
24;7431107,063;5548648,376
25;7425798,85;5549928,459
25;7431083,314;5548658,948
25A;7425802,326;5549933,732
25B;7425810,455;5549945,915
26;7425864,189;5549986,734
27;7425814,61;5549952,21
28LIPCA194311;7419429,05;5548125,15
28LIPCA194311A;7419379,417;5548131,558
28LIPCA194311B;7419401,495;5548136,598
28LIPCA194311C;7419364,354;5548163,09
28LIPCA194312;7419490,589;5548159,504
28LIPCA194313;7419416,283;5548107,086
28LIPCA194314;7419483,411;5548150,152
28LIPCA194315;7419410,475;5548089,64
28LIPCA194316;7419471,323;5548147,392
28LIPCA194317;7419360,846;5548109,541
28LIPCA194317A;7419215,091;5548100,681
28LIPCA194317C;7419195,295;5548024,554
28LIPCA194318;7419464,566;5548115,067
28LIPCA194319;7419194,695;5548002,325
28LIPCA194319A;7419146,139;5548020,188
28LIPCA194319B;7419159,9;5547993,06
28LIPCA194319F;7419089,586;5548018,925
28LIPCA19432;7419547,095;5548258,49
28LIPCA194320;7419451,891;5548085,787
28LIPCA194321;7419168,63;5547959,309
28LIPCA194322;7419430,88;5548059,465
28LIPCA194323;7419166,24;5547942,355
28LIPCA194323A;7419120,45;5547953,324
28LIPCA194324;7419400,385;5548014,184
28LIPCA194325;7419066,2;5547967,965
28LIPCA194325A;7419062,755;5547956,984
28LIPCA194325B;7419052,975;5547940,745
28LIPCA194325C;7419067,995;5547937,025
28LIPCA194326;7419386,479;5547997,328
28LIPCA194326A;7419418,86;5547981,916
28LIPCA194327;7419098,116;5547929,852
28LIPCA194327A;7419105,25;5547927,227
28LIPCA194327B;7419092,755;5547930,566
28LIPCA194327C;7419080,294;5547933,516
28LIPCA194328;7419377,209;5547971,277
28LIPCA194329;7419141,415;5547898,503
28LIPCA19433;7419509,935;5548270,429
28LIPCA194330;7419374,885;5547964,4
28LIPCA194330B;7419392,94;5547936,875
28LIPCA194330C;7419378,105;5547941,893
28LIPCA194330E;7419344,592;5547952,856
28LIPCA194330F;7419337,505;5547939,901
28LIPCA194332A;7419303,74;5547942,19
28LIPCA194332B;7419313,939;5547966,786
28LIPCA194332C;7419293,505;5547975,175
28LIPCA194332D;7419278,258;5547956,496
28LIPCA194334;7419266,541;5547985,14
28LIPCA194336;7419261,963;5547968,674
28LIPCA194338;7419215,289;5547971,151
28LIPCA19434;7419554,019;5548234,688
28LIPCA194340;7419229,97;5547945,814
28LIPCA194342;7419192,048;5547940,991
28LIPCA194342A;7419246,83;5547918,105
28LIPCA194342J;7419399,84;5547809,896
28LIPCA194344;7419185,12;5547914,423
28LIPCA194344A;7419200,387;5547911,023
28LIPCA194346;7419250,175;5547875,865
28LIPCA194346D;7419314,776;5547856,761
28LIPCA194346E;7419337,261;5547847,694
28LIPCA194348;7419210,065;5547891,531
28LIPCA19435;7419500,434;5548253,948
28LIPCA194350;7419179,31;5547898,321
28LIPCA19436;7419525,19;5548215,175
28LIPCA19436A;7419550,294;5548153,359
28LIPCA19437;7419428,38;5548239,665
28LIPCA19438;7419497,014;5548180,209
28LIPCA19438A;7419517,151;5548174,011
28LIPCA19439;7419417,171;5548212,272
28LIPCA19439A;7419462,455;5548190,83
29;7425823,467;5549964,973
29LISTOPADA100;7425363,665;5550828,08
29LISTOPADA100;7425363,665;5550828,08
29LISTOPADA101;7425306,82;5550651,988
29LISTOPADA101;7425306,82;5550651,988
29LISTOPADA102;7425399,392;5550839,951
29LISTOPADA102;7425399,392;5550839,951
29LISTOPADA103;7425328,024;5550676,658
29LISTOPADA103;7425328,024;5550676,658
29LISTOPADA104;7425416,267;5550858,293
29LISTOPADA104;7425416,267;5550858,293
29LISTOPADA106;7425426,595;5550874,531
29LISTOPADA106;7425426,595;5550874,531
29LISTOPADA107;7425363,29;5550735,98
29LISTOPADA107;7425363,29;5550735,98
29LISTOPADA108;7425434,265;5550886,8
29LISTOPADA108;7425434,265;5550886,8
29LISTOPADA109;7425367,561;5550752,642
29LISTOPADA109;7425367,561;5550752,642
29LISTOPADA110;7425442,145;5550899,385
29LISTOPADA110;7425442,145;5550899,385
29LISTOPADA112;7425451,275;5550910,93
29LISTOPADA112;7425451,275;5550910,93
29LISTOPADA114;7425456,235;5550918,505
29LISTOPADA114;7425456,235;5550918,505
29LISTOPADA114A;7425458,894;5550922,563
29LISTOPADA114A;7425458,894;5550922,563
29LISTOPADA114B;7425426,28;5550945,022
29LISTOPADA114B;7425426,28;5550945,022
29LISTOPADA114C;7425418,04;5550934,026
29LISTOPADA114C;7425418,04;5550934,026
29LISTOPADA118;7425459,681;5550976,527
29LISTOPADA118;7425459,681;5550976,527
29LISTOPADA121;7425542,088;5550955,984
29LISTOPADA121;7425542,088;5550955,984
29LISTOPADA122;7425513,782;5551001,767
29LISTOPADA122;7425513,782;5551001,767
29LISTOPADA124;7425520,054;5551009,978
29LISTOPADA124;7425520,054;5551009,978
29LISTOPADA124A;7425507,911;5551036,196
29LISTOPADA124A;7425507,911;5551036,196
29LISTOPADA125;7425562,495;5551009,299
29LISTOPADA125;7425562,495;5551009,299
29LISTOPADA126;7425522,57;5551041,059
29LISTOPADA126;7425522,57;5551041,059
29LISTOPADA130;7425553,86;5551085,18
29LISTOPADA130;7425553,86;5551085,18
29LISTOPADA133;7425572,304;5551033,894
29LISTOPADA133;7425572,304;5551033,894
29LISTOPADA135;7425589,785;5551050,53
29LISTOPADA135;7425589,785;5551050,53
29LISTOPADA137;7425603,795;5551066,47
29LISTOPADA137;7425603,795;5551066,47
29LISTOPADA142;7425595,055;5551152,352
29LISTOPADA142;7425595,055;5551152,352
29LISTOPADA144;7425602,16;5551171,856
29LISTOPADA144;7425602,16;5551171,856
29LISTOPADA145;7425618,546;5551114,702
29LISTOPADA145;7425618,546;5551114,702
29LISTOPADA146;7425605,57;5551190,019
29LISTOPADA146;7425605,57;5551190,019
29LISTOPADA148;7425608,461;5551204,069
29LISTOPADA148;7425608,461;5551204,069
29LISTOPADA149;7425713,849;5551320,703
29LISTOPADA149;7425713,849;5551320,703
29LISTOPADA152;7425615,575;5551263,786
29LISTOPADA152;7425615,575;5551263,786
29LISTOPADA153;7425716,805;5551456,467
29LISTOPADA153;7425716,805;5551456,467
29LISTOPADA153E;7425813,813;5551491,893
29LISTOPADA153E;7425813,813;5551491,893
29LISTOPADA154;7425618,455;5551273,184
29LISTOPADA154;7425618,455;5551273,184
29LISTOPADA155A;7425734,835;5551514,637
29LISTOPADA155A;7425734,835;5551514,637
29LISTOPADA155B;7425751,665;5551538,638
29LISTOPADA155B;7425751,665;5551538,638
29LISTOPADA155C;7425763,18;5551595,354
29LISTOPADA155C;7425763,18;5551595,354
29LISTOPADA157;7425712,91;5551567,576
29LISTOPADA157;7425712,91;5551567,576
29LISTOPADA157A;7425718,125;5551588,874
29LISTOPADA157A;7425718,125;5551588,874
29LISTOPADA159;7425721,101;5551598,614
29LISTOPADA159;7425721,101;5551598,614
29LISTOPADA162;7425661,12;5551457,505
29LISTOPADA162;7425661,12;5551457,505
29LISTOPADA165;7425762,965;5551734,061
29LISTOPADA165;7425762,965;5551734,061
29LISTOPADA169;7425765,424;5551797,172
29LISTOPADA169;7425765,424;5551797,172
29LISTOPADA170;7425697,61;5551690,212
29LISTOPADA170;7425697,61;5551690,212
29LISTOPADA171;7425769,205;5551818,741
29LISTOPADA171;7425769,205;5551818,741
29LISTOPADA173;7425771,466;5551831,134
29LISTOPADA173;7425771,466;5551831,134
29LISTOPADA175;7425772,975;5551840,718
29LISTOPADA175;7425772,975;5551840,718
29LISTOPADA176;7425734,88;5551813,095
29LISTOPADA176;7425734,88;5551813,095
29LISTOPADA176A;7425728,4;5551779,6
29LISTOPADA176A;7425728,4;5551779,6
29LISTOPADA177;7425778,81;5551869,333
29LISTOPADA177;7425778,81;5551869,333
29LISTOPADA178;7425748,095;5551918,319
29LISTOPADA178;7425748,095;5551918,319
29LISTOPADA178A;7425745,995;5551900,525
29LISTOPADA178A;7425745,995;5551900,525
29LISTOPADA180;7425749,385;5551966,726
29LISTOPADA180;7425749,385;5551966,726
29LISTOPADA184;7425752,195;5552040,062
29LISTOPADA184;7425752,195;5552040,062
29LISTOPADA189;7425825,766;5552023,019
29LISTOPADA189;7425825,766;5552023,019
29LISTOPADA19;7424650,768;5549326,009
29LISTOPADA19;7424650,768;5549326,009
29LISTOPADA191;7425865,225;5552134,139
29LISTOPADA191;7425865,225;5552134,139
29LISTOPADA193;7425869,05;5552186,121
29LISTOPADA193;7425869,05;5552186,121
29LISTOPADA193A;7425947,936;5552186,512
29LISTOPADA193A;7425947,936;5552186,512
29LISTOPADA193B;7425942,757;5552135,539
29LISTOPADA193B;7425942,757;5552135,539
29LISTOPADA193C;7425940,708;5552090,826
29LISTOPADA193C;7425940,708;5552090,826
29LISTOPADA195;7426018,705;5552117,338
29LISTOPADA195;7426018,705;5552117,338
29LISTOPADA20;7424649,836;5549466,026
29LISTOPADA20;7424649,836;5549466,026
29LISTOPADA214;7425872,49;5552727,183
29LISTOPADA214;7425872,49;5552727,183
29LISTOPADA218;7425936,65;5552813,906
29LISTOPADA218;7425936,65;5552813,906
29LISTOPADA222;7425929,105;5552844,646
29LISTOPADA222;7425929,105;5552844,646
29LISTOPADA224;7425923,375;5552893,047
29LISTOPADA224;7425923,375;5552893,047
29LISTOPADA30;7424716,444;5549584,603
29LISTOPADA30;7424716,444;5549584,603
29LISTOPADA31;7424735,223;5549533,345
29LISTOPADA31;7424735,223;5549533,345
29LISTOPADA32;7424618,839;5549805,422
29LISTOPADA32;7424618,839;5549805,422
29LISTOPADA32A;7424656,526;5549760,15
29LISTOPADA32A;7424656,526;5549760,15
29LISTOPADA32B;7424693,821;5549743,03
29LISTOPADA32B;7424693,821;5549743,03
29LISTOPADA32C;7424732,816;5549725,28
29LISTOPADA32C;7424732,816;5549725,28
29LISTOPADA32D;7424774,167;5549724,587
29LISTOPADA32D;7424774,167;5549724,587
29LISTOPADA36;7424825,669;5549801,806
29LISTOPADA36;7424825,669;5549801,806
29LISTOPADA39A;7424869,723;5549807,534
29LISTOPADA39A;7424869,723;5549807,534
29LISTOPADA39B;7424879,822;5549775,716
29LISTOPADA39B;7424879,822;5549775,716
29LISTOPADA39E;7424930,966;5549844,906
29LISTOPADA39E;7424930,966;5549844,906
29LISTOPADA39F;7425015,246;5549828,741
29LISTOPADA39F;7425015,246;5549828,741
29LISTOPADA40;7424834,502;5549862,242
29LISTOPADA40;7424834,502;5549862,242
29LISTOPADA40A;7424771,525;5549882,062
29LISTOPADA40A;7424771,525;5549882,062
29LISTOPADA41;7424932,153;5549926,496
29LISTOPADA41;7424932,153;5549926,496
29LISTOPADA41A;7424975,82;5549933,725
29LISTOPADA41A;7424975,82;5549933,725
29LISTOPADA41B;7424993,979;5549973,378
29LISTOPADA41B;7424993,979;5549973,378
29LISTOPADA41C;7425047,455;5549921,046
29LISTOPADA41C;7425047,455;5549921,046
29LISTOPADA42B;7424919,11;5549998,924
29LISTOPADA42B;7424919,11;5549998,924
29LISTOPADA42C;7424902,82;5549965,33
29LISTOPADA42C;7424902,82;5549965,33
29LISTOPADA43B;7424936,909;5549945,948
29LISTOPADA43B;7424936,909;5549945,948
29LISTOPADA44A;7424934,929;5550031,603
29LISTOPADA44A;7424934,929;5550031,603
29LISTOPADA44B;7424938,24;5550042,23
29LISTOPADA44B;7424938,24;5550042,23
29LISTOPADA44C;7424946,316;5550055,208
29LISTOPADA44C;7424946,316;5550055,208
29LISTOPADA45A;7424943,594;5549959,338
29LISTOPADA45A;7424943,594;5549959,338
29LISTOPADA45B;7424950,82;5549974,039
29LISTOPADA45B;7424950,82;5549974,039
29LISTOPADA45C;7424956,969;5549987,343
29LISTOPADA45C;7424956,969;5549987,343
29LISTOPADA45D;7424963,17;5550000,18
29LISTOPADA45D;7424963,17;5550000,18
29LISTOPADA46;7424945,874;5550149,833
29LISTOPADA46;7424945,874;5550149,833
29LISTOPADA47;7424967,891;5550009,806
29LISTOPADA47;7424967,891;5550009,806
29LISTOPADA47B;7424973,565;5550021,315
29LISTOPADA47B;7424973,565;5550021,315
29LISTOPADA48;7424977,094;5550127,838
29LISTOPADA48;7424977,094;5550127,838
29LISTOPADA48A;7424804,87;5550118,3
29LISTOPADA48A;7424804,87;5550118,3
29LISTOPADA48B;7424825,385;5550178,07
29LISTOPADA48B;7424825,385;5550178,07
29LISTOPADA48C;7424836,95;5550235,5
29LISTOPADA48C;7424836,95;5550235,5
29LISTOPADA50;7424882,38;5550270,825
29LISTOPADA50;7424882,38;5550270,825
29LISTOPADA52;7425002,386;5550259,283
29LISTOPADA52;7425002,386;5550259,283
29LISTOPADA54;7425031,317;5550327,609
29LISTOPADA54;7425031,317;5550327,609
29LISTOPADA56;7425000,071;5550377,251
29LISTOPADA56;7425000,071;5550377,251
29LISTOPADA56A;7424979,039;5550333,364
29LISTOPADA56A;7424979,039;5550333,364
29LISTOPADA56B;7424914,98;5550329,526
29LISTOPADA56B;7424914,98;5550329,526
29LISTOPADA58;7424934,86;5550409,625
29LISTOPADA58;7424934,86;5550409,625
29LISTOPADA59;7425026,881;5550125,882
29LISTOPADA59;7425026,881;5550125,882
29LISTOPADA60;7425096,556;5550367,272
29LISTOPADA60;7425096,556;5550367,272
29LISTOPADA62;7425098,469;5550371,751
29LISTOPADA62;7425098,469;5550371,751
29LISTOPADA65;7425062,161;5550214,079
29LISTOPADA65;7425062,161;5550214,079
29LISTOPADA65A;7425068,196;5550226,302
29LISTOPADA65A;7425068,196;5550226,302
29LISTOPADA69;7425074,84;5550239,765
29LISTOPADA69;7425074,84;5550239,765
29LISTOPADA7;7424598,388;5549191,743
29LISTOPADA7;7424598,388;5549191,743
29LISTOPADA70;7425142,005;5550479,084
29LISTOPADA70;7425142,005;5550479,084
29LISTOPADA75;7425117,55;5550332,654
29LISTOPADA75;7425117,55;5550332,654
29LISTOPADA77;7425124,763;5550348,372
29LISTOPADA77;7425124,763;5550348,372
29LISTOPADA81;7425147,015;5550393,334
29LISTOPADA81;7425147,015;5550393,334
29LISTOPADA83;7425154,161;5550408,553
29LISTOPADA83;7425154,161;5550408,553
29LISTOPADA85;7425183,698;5550445,841
29LISTOPADA85;7425183,698;5550445,841
29LISTOPADA9;7424604,156;5549205,706
29LISTOPADA9;7424604,156;5549205,706
29LISTOPADA92;7425241,885;5550711,014
29LISTOPADA92;7425241,885;5550711,014
29LISTOPADA94;7425297,089;5550721,223
29LISTOPADA94;7425297,089;5550721,223
29LISTOPADA98;7425340,669;5550784,929
29LISTOPADA98;7425340,669;5550784,929
2A;7425730,25;5549740,534
2A;7430837,945;5549122,81
2A;7431359,479;5548498,863
2E;7430849,271;5549068,314
2F;7430845,532;5549072,467
3;7424153,64;5547770,524
3;7425712,07;5549763,46
3;7429536,781;5547261,635
3;7430823,45;5549040,659
3;7431130,147;5549181,91
3;7431185,48;5549170,3
3;7431265,523;5548538,456
3;7431408,788;5548986,142
3031;7428765,911;5549994,915
30310;7428567,369;5550223,11
30311;7428589,576;5550176,29
30312;7428739,663;5550211,416
30312A;7428792,069;5550148,208
30314;7428723,658;5550336,02
30314A;7428638,262;5550341,359
30314B;7428632,439;5550340,035
30316;7428629,718;5550315,625
30316A;7428616,125;5550315,105
30317;7428577,078;5550310,17
30318;7428596,224;5550372,1
30319;7428641,378;5550412,98
30319A;7428688,823;5550470,955
30319B;7428685,623;5550477,415
30319C;7428750,559;5550387,98
30319D;7428709,531;5550393,265
3032;7428707,05;5550042,324
30321;7428777,194;5550483,515
30321A;7428760,94;5550585,708
30321B;7428802,588;5550575,52
30321C;7428726,461;5550497,98
30322;7428893,336;5550443,915
30322A;7428791,58;5550449,675
30322B;7428869,744;5550465,675
30323;7428935,747;5550433,034
30324;7428943,081;5550527,17
30324A;7428845,668;5550550,182
30325;7429009,426;5550426,79
30326;7428981,095;5550386,725
30327;7429036,042;5550375,814
30328;7429090,433;5550368,056
3033;7428692,753;5550097,629
30330;7429137,912;5550345,659
30331;7429102,822;5550479,186
30331A;7429050,363;5550502,549
30331B;7429071,78;5550495,445
30331C;7429083,971;5550492,975
30331D;7429094,228;5550489,456
30331E;7429105,8;5550485,865
30331F;7429117,61;5550482,645
30331G;7429142,434;5550476,485
30331H;7429161,32;5550470,175
30331I;7429175,002;5550466,701
30331J;7429184,343;5550464,116
30331K;7429202,875;5550459,621
30331L;7429216,649;5550455,36
30331M;7429128,587;5550479,736
30332;7429272,927;5550434,991
30332A;7429248,138;5550445,894
30332B;7429262,199;5550441,75
30332C;7429287,151;5550434,885
30332D;7429315,532;5550429,394
30332G;7429235,446;5550448,727
30333;7429359,801;5550402,445
30333A;7429336,49;5550406,51
30334;7429308,064;5550307,675
30335;7429270,478;5550314,216
30335A;7429213,237;5550331,576
30336;7429188,817;5550296,764
30337;7429230,12;5550266,37
30338;7429275,356;5550276,799
30338A;7429261,806;5550290,955
30338B;7429288,545;5550290,76
30339;7429296,101;5550224,915
3033A;7428717,241;5550088,755
3034;7428650,982;5550041,484
30340;7429257,158;5550180,801
30341;7429268,584;5550129,545
30342;7429179,483;5550157,921
30343;7429180,586;5550198,9
30344;7429089,64;5550171,38
30345;7429134,294;5550110,6
30346;7429239,153;5550073,961
30347;7429229,591;5550034,551
30348;7429129,691;5550062,9
30349;7429075,335;5550045,685
3034A;7428668,955;5550070,645
3034B;7428661,427;5550038,129
3034C;7428663,706;5550004,96
3035;7428612,467;5550136,14
30350;7429158,629;5549982,093
30351;7429218,24;5549970,946
30352;7429285,22;5549924,85
30353;7429294,859;5550005,87
30354;7429336,739;5550042,425
30355;7429378,724;5549999,35
30356;7429379,949;5549945,715
30356A;7429468,699;5549960,57
30356B;7429462,693;5549881,511
30356C;7429494,88;5549921,734
30356D;7429478,056;5549824,851
30358;7429384,531;5549851,829
30358A;7429413,423;5549898,754
30358B;7429401,541;5549880,217
30358C;7429396,076;5549847,85
3036;7428498,098;5550104,715
30360;7429275,504;5549895,565
30361;7429387,014;5549813,38
30362;7429449,157;5549803,459
30362A;7429350,961;5549824,71
30362F;7429207,548;5549838,503
30362G;7429190,005;5549788,671
30363;7429002,193;5549985,616
30363A;7429028,657;5549864,895
30364;7429178,093;5549895,501
30364A;7429110,035;5549868,965
30364B;7429155,679;5549856,648
30365;7428921,792;5549892,734
30366;7428881,575;5550177,115
30366A;7428819,059;5550226,14
30367;7429057,371;5550149,052
30368;7429078,972;5550332,474
3037;7428448,246;5550121,5
30372;7429100,166;5550320,525
30373;7429105,85;5550318,44
30375;7429118,991;5550315,931
30376;7429121,181;5550299,93
30377;7429103,75;5550292,17
3038;7428486,482;5550171,39
3039;7428517,067;5550213,43
308DYWIZJONU62;7429478,241;5549792,971
31;7425828,054;5549971,973
32;7425917,567;5550047,782
33;7425836,993;5549985,817
33A;7424374,79;5545557,795
35;7425841,375;5549992,264
35A;7425849,301;5550004,131
37;7425854,124;5550011,418
37A;7425857,07;5550015,785
39;7425871,234;5550036,944
39A;7425862,23;5550039,385
3A;7425687,715;5549773,85
4;7424148,315;5547759,551
4;7425729,765;5549754,535
4;7429561,986;5547286,014
4;7430787,725;5548971,302
4;7431092,893;5549188,979
4;7431225,597;5549159,966
4;7431230,261;5548567,941
4;7431449,305;5549003,425
41;7425888,297;5550046,467
41A;7425894,588;5550052,343
4A;7425733,999;5549767,978
4A;7431235,645;5549123,805
4B;7425731,755;5549762,119
4B;7429537,622;5547282,464
5;7424142,6;5547747,816
5;7425716,229;5549776,828
5;7429522,063;5547253,995
5;7430847,838;5548969,304
5;7431025,423;5549201,41
5;7431200,147;5548586,903
5;7431287,254;5549146,41
5;7431472,795;5548908,75
6;7424138,535;5547740,425
6;7425739,555;5549782,27
6;7429511,784;5547294,74
6;7430819,683;5548903,41
6;7430965,767;5549215,014
6;7431309,306;5548638,405
6;7431319,775;5549106,335
6;7431409,895;5548877,135
650LECIAPROKOCIMIA1;7427993,056;5543532,686
650LECIAPROKOCIMIA1;7427993,056;5543532,686
650LECIAPROKOCIMIA10;7428005,733;5543529,153
650LECIAPROKOCIMIA10;7428005,733;5543529,153
650LECIAPROKOCIMIA2;7427996,485;5543542,731
650LECIAPROKOCIMIA2;7427996,485;5543542,731
650LECIAPROKOCIMIA3;7427997,972;5543553,108
650LECIAPROKOCIMIA3;7427997,972;5543553,108
650LECIAPROKOCIMIA4;7428000,842;5543561,926
650LECIAPROKOCIMIA4;7428000,842;5543561,926
650LECIAPROKOCIMIA5;7428001,207;5543568,607
650LECIAPROKOCIMIA5;7428001,207;5543568,607
650LECIAPROKOCIMIA6;7428014,228;5543570,797
650LECIAPROKOCIMIA6;7428014,228;5543570,797
650LECIAPROKOCIMIA7;7428010,237;5543544,404
650LECIAPROKOCIMIA7;7428010,237;5543544,404
650LECIAPROKOCIMIA8;7428008,757;5543539,125
650LECIAPROKOCIMIA8;7428008,757;5543539,125
650LECIAPROKOCIMIA9;7428007,461;5543534,107
650LECIAPROKOCIMIA9;7428007,461;5543534,107
6A;7430821,385;5548934,33
6A;7431410,732;5548935,496
7;7424133,204;5547731,268
7;7430880,002;5548880,215
7;7430934,69;5549180,941
7;7431294,492;5548650,921
7;7431355,642;5549130,926
7;7431431,574;5548827,595
7A;7425719,526;5549785,862
7A;7431391,235;5548837,971
7B;7425722,324;5549792,579
7C;7425724,835;5549798,636
8;7424097,341;5547752,661
8;7425744,374;5549792,093
8;7429486,77;5547263,395
8;7430901,869;5548904,24
8;7430917,081;5549134,509
8;7431280,693;5548662,821
8;7431390,33;5548814,395
8;7431410,615;5549091,17
8A;7429472,484;5547270,655
8A;7430859,218;5549198,512
9;7424107,571;5547770,102
9;7425734,071;5549815,437
9;7429476,201;5547240,295
9;7430921,825;5548966,058
9;7430965,291;5549079,548
9;7431249,376;5548668,935
9;7431383,486;5549041,435
9;7431434,383;5548801,724
9A;7425736,51;5549820,615
9B;7425739,461;5549827,101
ADAMAASNYKA10;7423734,7;5548414,965
ADAMAASNYKA12;7423733,17;5548428,989
ADAMAASNYKA3;7423754,44;5548379,199
ADAMAASNYKA4;7423743,81;5548339,284
ADAMAASNYKA5;7423751,535;5548401,044
ADAMAASNYKA6;7423742,575;5548365,999
ADAMAASNYKA6A;7423729,22;5548372,004
ADAMAASNYKA7;7423748,99;5548420,022
ADAMAASNYKA9;7423747,59;5548432,66
ADAMABIELAnSKIEGO11;7415316,524;5545674,443
ADAMABIELAnSKIEGO13;7415295,98;5545651,885
ADAMABIELAnSKIEGO15;7415289,898;5545645,093
ADAMABIELAnSKIEGO17;7415289,974;5545622,769
ADAMABIELAnSKIEGO23;7415253,631;5545598,051
ADAMABIELAnSKIEGO25;7415239,889;5545580,05
ADAMABIELAnSKIEGO5;7415315,265;5545726,957
ADAMABIELAnSKIEGO6;7415292,521;5545722,248
ADAMABIELAnSKIEGO7;7415316,355;5545704,714
ADAMABOCHENKA10;7426530,734;5542151,744
ADAMABOCHENKA12;7426566,106;5542136,671
ADAMABOCHENKA12A;7426580,013;5542057,746
ADAMABOCHENKA14;7426628,978;5542235,398
ADAMABOCHENKA14A;7426672,488;5542235,324
ADAMABOCHENKA16;7426690,076;5542286,715
ADAMABOCHENKA16A;7426716,286;5542268,276
ADAMABOCHENKA18;7426729,391;5542318,35
ADAMABOCHENKA20;7426771,08;5542340,772
ADAMABOCHENKA22;7426789,218;5542300,582
ADAMABOCHENKA24;7426804,599;5542259,477
ADAMABOCHENKA25;7426697,533;5542436,368
ADAMABOCHENKA25A;7426730,796;5542460,13
ADAMABOCHENKA25B;7426768,442;5542433,658
ADAMABOCHENKA25C;7426769,869;5542385,81
ADAMABOCHENKA25D;7426749,401;5542376,919
ADAMABOCHENKA7;7426339,071;5542063,983
ADAMABOCHENKA9;7426347,957;5542093,934
ADAMABOCHNAKA10;7424474,18;5539233,763
ADAMABOCHNAKA10;7424474,18;5539233,763
ADAMABOCHNAKA11;7424492,782;5539273,488
